139;Lebanon;(GMT+02:00) Athens, Bucharest, Istanbul
146;Lesotho;(GMT+02:00) Windhoek
142;Liberia;(GMT) Casablanca, Monrovia, Reykjavik
148;Libya;(GMT+02:00) Harare, Pretoria
145;Liechtenstein;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
141;Lithuania;(GMT+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius
147;Luxembourg;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
151;Macau S.A.R.;(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi
19618;Macedonia, former Yugoslavic Republic of;(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague
149;Madagascar;(GMT+03:00) Nairobi
156;Malawi;(GMT+02:00) Amman
167;Malaysia;(GMT+08:00) Kuala Lumpur, Singapore
165;Maldives;(GMT+05:00) Islamabad, Karachi, Tashkent
157;Mali;(GMT) Casablanca, Monrovia, Reykjavik
163;Malta;(GMT+01:00) West Central Africa
15126;Man, Isle of;(GMT+10:00) Canberra, Melbourne, Sydney
199;Marshall Island;(GMT+12:00) Fiji, Kamchatka, Marshall Is.
330;Martinique;(GMT-04:00) Atlantic Time (Canada)
162;Mauritania;(GMT+04:00) Abu Dhabi, Muscat
160;Mauritius;(GMT+03:00) Nairobi
331;Mayotte;(GMT-06:00) Guadalajara, Mexico City, Monterrey - New
166;Mexico;(GMT-06:00) Guadalajara, Mexico City, Monterrey - Old
80;Micronesia;(GMT+10:00) Guam, Port Moresby
21242;Midway Islands;(GMT-11:00) Midway Island, Samoa
152;Moldova;(GMT+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius
158;Monaco;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
154;Mongolia;(GMT+08:00) Irkutsk, Ulaan Bataar
332;Montserrat;(GMT-04:00) Santiago
159;Morocco;(GMT) Casablanca, Monrovia, Reykjavik
168;Mozambique;(GMT+02:00) Harare, Pretoria
27;Myanmar;(GMT+06:30) Yangon (Rangoon)
254;Namibia;(GMT+02:00) Windhoek
180;Nauru;(GMT+12:00) Fiji, Kamchatka, Marshall Is.
178;Nepal;(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi
176;Netherlands;(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna
333;Netherlands Antilles;(GMT-04:00) Santiago
334;New Caledonia;(GMT+11:00) Magadan, Solomon Is., New Caledonia
183;New Zealand;(GMT+12:00) Auckland, Wellington
182;Nicaragua;(GMT-06:00) Guadalajara, Mexico City, Monterrey - New
173;Niger;(GMT-06:00) Guadalajara, Mexico City, Monterrey - Old
175;Nigeria;(GMT+01:00) West Central Africa
335;Niue;(GMT-11:00) Midway Island, Samoa
336;Norfolk Island;(GMT+11:00) Magadan, Solomon Is., New Caledonia
131;North Korea;(GMT+09:00) Seoul
337;Northern Mariana Islands;(GMT+10:00) Guam, Port Moresby
177;Norway;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
164;Oman;(GMT+04:00) Abu Dhabi, Muscat
190;Pakistan;(GMT+05:00) Islamabad, Karachi, Tashkent
195;Palau;(GMT+09:00) Osaka, Sapporo, Tokyo
184;Palestinian Authority;(GMT+02:00) Jerusalem
338;Palmyra Atoll;(GMT-11:00) Midway Island, Samoa
192;Panama;(GMT-05:00) Indiana (East)
194;Papua New Guinea;(GMT+10:00) Canberra, Melbourne, Sydney
185;Paraguay;(GMT-04:00) Manaus
187;Peru;(GMT-05:00) Indiana (East)
201;Philippines;(GMT+08:00) Perth
339;Pitcairn Islands;(GMT-08:00) Pacific Time (US & Canada)
191;Poland;(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb
193;Portugal;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
202;Puerto Rico;(GMT-04:00) Santiago
197;Qatar;(GMT+03:00) Kuwait, Riyadh
198;Reunion;(GMT+04:00) Abu Dhabi, Muscat
200;Romania;(GMT+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius
340;Rota Island;(GMT+10:00) Canberra, Melbourne, Sydney
203;Russia;(GMT+03:00) Moscow, St. Petersburg, Volgograd
204;Rwanda;(GMT+02:00) Windhoek
341;Saipan;(GMT+10:00) Canberra, Melbourne, Sydney
259;Samoa;(GMT-11:00) Midway Island, Samoa
214;San Marino;(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna
233;S?o Tom? and Pr?ncipe;(GMT) Casablanca, Monrovia, Reykjavik
205;Saudi Arabia;(GMT+03:00) Kuwait, Riyadh
210;Senegal;(GMT) Casablanca, Monrovia, Reykjavik
269;Serbia and Montenegro;(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb
208;Seychelles;(GMT+04:00) Abu Dhabi, Muscat
213;Sierra Leone;(GMT) Greenwich Mean Time : Dublin, Edinburgh, Lisbon, London
215;Singapore;(GMT+08:00) Kuala Lumpur, Singapore
143;Slovakia;(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague
212;Slovenia;(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague
30;Solomon Islands;(GMT+11:00) Magadan, Solomon Is., New Caledonia
216;Somalia;(GMT+03:00) Nairobi
209;South Africa;(GMT+02:00) Amman
342;South Georgia and the South Sandwich Islands;(GMT-02:00) Mid-Atlantic
217;Spain;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
42;Sri Lanka;(GMT+05:30) Sri Jayawardenepura
343;St. Helena;(GMT) Greenwich Mean Time : Dublin, Edinburgh, Lisbon, London
207;St. Kitts and Nevis;(GMT-04:00) Santiago
218;St. Lucia;(GMT-04:00) Santiago
206;St. Pierre and Miquelon;(GMT-02:00) Mid-Atlantic
248;St. Vincent and the Grenadines;(GMT-04:00) Santiago
219;Sudan;(GMT+02:00) Cairo
181;Suriname;(GMT-03:30) Newfoundland
220;Svalbard;(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna
260;Swaziland;(GMT+02:00) Windhoek
221;Sweden;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
223;Switzerland;(GMT+01:00) Brussels, Copenhagen, Madrid, Paris
222;Syria;(GMT+02:00) Beirut
237;Taiwan;(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi
228;Tajikistan;(GMT+06:00) Almaty, Novosibirsk
239;Tanzania;(GMT+03:00) Nairobi
227;Thailand;(GMT+07:00) Bangkok, Hanoi, Jakarta
346;Tinian Island;(GMT+10:00) Canberra, Melbourne, Sydney
232;Togo;(GMT) Casablanca, Monrovia, Reykjavik
347;Tokelau;(GMT-11:00) Midway Island, Samoa
231;Tonga;(GMT+13:00) Nuku'alofa
225;Trinidad and Tobago;(GMT-04:00) Santiago
348;Tristan da Cunha;(GMT) Greenwich Mean Time : Dublin, Edinburgh, Lisbon, London
234;Tunisia;(GMT+01:00) West Central Africa
235;Turkey;(GMT+02:00) Athens, Bucharest, Istanbul
238;Turkmenistan;(GMT+05:00) Islamabad, Karachi, Tashkent
349;Turks and Caicos Islands;(GMT-05:00) Bogota, Lima, Quito, Rio Branco
236;Tuvalu;(GMT+12:00) Auckland, Wellington
350;U.S. Minor Outlying Islands;(GMT-11:00) Midway Island, Samoa
240;Uganda;(GMT+03:00) Nairobi
241;Ukraine;(GMT+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius
224;United Arab Emirates;(GMT+04:00) Abu Dhabi, Muscat
242;United Kingdom;(GMT) Greenwich Mean Time : Dublin, Edinburgh, Lisbon, London
244;United States;(GMT-05:00) Eastern Time (US & Canada)
246;Uruguay;(GMT-03:00) Brasilia
247;Uzbekistan;(GMT+06:00) Almaty, Novosibirsk
174;Vanuatu;(GMT+11:00) Magadan, Solomon Is., New Caledonia
253;Vatican City;(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna
249;Venezuela;(GMT-04:00) Santiago
251;Vietnam;(GMT+07:00) Bangkok, Hanoi, Jakarta
252;Virgin Islands;(GMT-04:00) Santiago
351;Virgin Islands, British;(GMT-04:00) Santiago
258;Wake Island;(GMT-12:00) International Date Line West
352;Wallis and Futuna;(GMT+02:00) Windhoek
261;Yemen;(GMT+03:00) Kuwait, Riyadh
263;Zambia;(GMT+02:00) Windhoek
264;Zimbabwe;(GMT+02:00) Windhoek
